"","X","country","pubbel1","pubbel2","pubbel3","pubbel4","othbel1","othbel2","pubact1","pubact2","priact1","priact2","iden1","iden2","iden3","sex","age","educ","wrkstat","ethnic","denom","marital"
"79824",79824,840,1,2,2,2,1,1,2,2,1,2,1,1,10,2,19,6,1,1400,53,6
"79825",79825,840,3,5,1,5,2,5,7,1,2,4,2,3,5,2,38,5,1,1400,64,1
"79826",79826,840,3,4,4,4,2,1,6,1,1,1,1,3,10,2,43,5,8,200,0,6
"79827",79827,840,2,4,4,4,2,2,3,2,1,1,1,1,9,2,50,7,1,1400,62,3
"79828",79828,840,1,-5,-5,-5,1,-5,-5,2,-5,-5,-5,1,-5,2,31,7,1,1400,-5,1
"79829",79829,840,2,4,4,4,2,1,4,1,1,2,1,3,5,2,18,5,1,1400,64,6
"79830",79830,840,3,4,5,4,2,3,4,1,2,3,2,3,7,1,20,6,7,8000,53,6
"79831",79831,840,2,4,1,5,2,1,2,2,1,1,1,1,10,2,42,7,1,1400,62,1
"79832",79832,840,3,2,1,4,2,1,4,1,1,1,1,3,9,2,54,6,4,1400,0,1
"79833",79833,840,3,5,1,5,2,8,7,0,2,3,2,4,2,1,43,5,1,1400,64,1
"79834",79834,840,1,1,5,1,2,1,2,2,1,1,1,1,10,1,25,7,1,1400,62,1
"79835",79835,840,3,4,4,2,2,1,3,1,2,2,2,3,4,1,36,7,1,1400,64,1
"79836",79836,840,2,2,5,2,2,1,1,2,1,1,1,1,10,1,27,5,1,1400,53,1
"79837",79837,840,4,1,1,5,2,1,2,0,2,1,1,1,10,1,53,3,1,1250,0,1
"79838",79838,840,2,4,4,4,2,5,4,1,1,2,1,2,9,1,35,5,3,1400,64,6
"79839",79839,840,1,1,1,2,-2,-5,2,2,2,1,1,3,7,1,76,8,4,1250,0,1
"79840",79840,840,2,4,5,2,2,8,7,0,1,2,1,3,7,1,40,6,1,1400,0,6
"79841",79841,840,1,1,5,1,2,1,1,2,1,1,1,1,10,2,39,7,5,1400,62,1
"79842",79842,840,1,1,2,1,2,10,7,1,1,2,1,-2,6,1,51,4,8,8001,62,6
"79843",79843,840,4,5,2,5,2,3,7,0,2,4,3,4,1,2,24,7,1,1400,0,6
"79844",79844,840,1,4,4,2,2,2,2,2,1,2,1,1,10,1,28,7,1,1400,53,1
"79845",79845,840,2,4,5,4,2,1,5,1,1,2,1,2,8,2,53,7,3,1400,62,1
"79846",79846,840,1,4,4,4,2,1,1,2,1,1,1,1,10,1,43,7,1,1400,62,1
"79847",79847,840,3,4,1,5,2,1,4,1,1,2,1,1,10,2,55,8,4,1400,42,1
"79848",79848,840,2,4,5,4,2,1,5,1,1,2,1,2,10,2,70,5,4,1250,62,1
"79849",79849,840,2,4,4,4,2,5,2,2,1,1,1,1,10,2,47,4,1,200,53,5
"79850",79850,840,2,1,1,1,2,1,2,2,1,2,1,1,10,2,67,4,4,1250,64,5
"79851",79851,840,1,1,4,1,2,-2,2,2,1,1,1,1,4,1,33,4,7,200,0,1
"79852",79852,840,2,4,2,2,2,1,6,0,1,2,2,2,5,2,46,4,8,8000,0,3
"79853",79853,840,3,2,4,2,2,1,2,2,1,1,1,2,10,1,32,7,1,1400,62,1
"79854",79854,840,2,4,4,1,2,1,3,2,1,2,1,1,10,1,43,5,3,8001,62,1
"79855",79855,840,2,5,5,2,2,1,2,2,1,1,1,1,10,1,46,8,1,1400,64,1
"79856",79856,840,3,-5,-5,-5,1,-5,-5,1,-5,-5,-5,3,-5,2,40,7,1,1400,-5,6
"79857",79857,840,2,1,1,2,2,1,2,2,1,1,1,1,10,1,42,5,3,1250,62,3
"79858",79858,840,3,4,1,5,2,3,4,0,1,1,1,2,10,2,56,9,3,1400,42,6
"79859",79859,840,2,4,4,2,2,1,3,2,1,2,1,1,10,2,66,6,4,1400,62,3
"79860",79860,840,2,4,1,4,2,1,7,1,1,2,1,2,9,1,42,3,1,1400,0,1
"79861",79861,840,1,4,5,2,2,1,3,0,1,1,1,1,10,1,54,4,7,8000,0,5
"79862",79862,840,3,4,4,4,2,1,6,0,1,1,3,3,3,1,31,5,1,200,0,6
"79863",79863,840,2,2,2,1,2,5,5,0,1,2,1,1,10,2,56,5,1,1400,0,1
"79864",79864,840,1,4,1,1,2,1,2,2,1,1,1,2,10,1,76,6,4,1400,62,1
"79865",79865,840,3,1,5,5,2,1,4,0,2,1,2,1,6,1,47,3,8,1400,64,3
"79866",79866,840,1,1,5,2,2,1,1,2,1,1,1,1,10,2,64,8,3,1400,64,6
"79867",79867,840,4,4,4,5,2,1,7,0,1,2,2,3,8,2,34,5,1,1400,0,3
"79868",79868,840,3,4,2,4,2,4,6,1,2,2,1,3,10,1,44,5,1,1400,64,1
"79869",79869,840,3,4,4,4,2,1,7,1,2,1,2,3,5,1,31,6,1,1400,62,1
"79870",79870,840,2,4,2,4,2,1,7,0,2,1,2,2,3,1,45,4,1,1400,64,1
"79871",79871,840,3,4,1,4,2,6,7,1,1,1,1,3,10,2,48,5,1,1400,64,1
"79872",79872,840,2,4,4,2,1,1,4,1,1,2,1,1,10,1,47,3,8,1400,62,1
"79873",79873,840,2,4,4,4,2,5,7,1,1,4,2,3,7,1,32,6,1,1400,0,1
"79874",79874,840,2,4,4,4,2,1,3,0,1,1,1,1,10,2,52,3,5,1250,64,1
"79875",79875,840,2,4,5,5,2,1,2,2,1,2,2,2,10,2,61,5,4,1250,64,6
"79876",79876,840,1,5,2,5,2,1,6,0,1,1,1,1,10,2,30,4,8,1400,0,3
"79877",79877,840,2,1,5,1,2,4,2,2,1,1,1,1,10,1,44,5,1,200,62,1
"79878",79878,840,2,4,5,5,2,1,2,2,1,1,1,1,10,2,42,7,1,1400,64,1
"79879",79879,840,3,5,1,4,2,5,7,0,1,2,1,2,10,2,31,5,7,1250,53,1
"79880",79880,840,1,2,2,2,2,1,5,1,1,1,2,2,6,2,21,6,1,1400,64,6
"79881",79881,840,3,5,1,4,2,1,7,0,1,1,1,3,8,2,46,5,1,1400,0,1
"79882",79882,840,4,5,-2,4,2,1,7,0,2,2,2,3,4,2,45,5,7,1400,0,3
"79883",79883,840,3,4,2,4,2,5,2,0,1,1,1,2,10,1,24,5,7,1250,64,1
"79884",79884,840,2,4,4,4,1,1,6,0,1,1,2,3,10,2,26,5,7,1400,0,6
"79885",79885,840,3,4,2,4,2,1,7,0,2,2,3,4,1,1,47,6,1,1400,0,1
"79886",79886,840,2,4,4,2,2,1,6,0,2,2,2,3,6,1,34,5,1,1400,0,1
"79887",79887,840,3,5,1,5,2,1,7,0,1,2,1,3,8,1,54,4,1,200,0,1
"79888",79888,840,3,5,1,5,2,1,7,0,1,2,2,4,6,2,49,7,1,1400,62,1
"79889",79889,840,1,1,2,2,2,1,1,2,1,1,1,1,10,2,71,5,5,1400,53,1
"79890",79890,840,1,4,4,4,2,1,2,2,1,2,1,1,10,2,78,4,4,1400,62,5
"79891",79891,840,2,4,4,2,2,1,7,1,1,2,1,-2,10,2,33,5,8,1400,0,4
"79892",79892,840,2,1,4,2,2,1,6,1,1,1,1,1,10,2,45,7,8,200,64,6
"79893",79893,840,1,4,4,1,2,1,2,2,1,1,1,1,10,2,27,7,5,1400,62,1
"79894",79894,840,3,4,1,1,2,1,4,1,2,2,2,4,5,1,54,7,1,1400,62,1
"79895",79895,840,2,4,4,2,2,2,2,2,1,1,1,1,10,2,50,8,1,1400,62,1
"79896",79896,840,3,1,1,2,2,1,7,0,1,1,1,2,10,2,43,5,5,1400,53,1
"79897",79897,840,1,4,5,2,2,1,5,0,1,1,1,1,1,2,37,5,1,1250,53,3
"79898",79898,840,2,4,2,2,2,1,4,1,1,1,1,2,10,2,58,6,1,1400,64,5
"79899",79899,840,1,1,4,1,2,3,3,1,1,2,1,1,10,1,35,4,1,1400,53,1
"79900",79900,840,2,2,2,2,2,1,3,0,1,1,1,1,10,2,49,4,1,1400,0,1
"79901",79901,840,3,4,1,1,2,1,7,0,2,2,2,4,3,1,75,5,4,1400,0,5
"79902",79902,840,2,4,4,4,2,1,7,0,2,2,3,4,8,2,40,7,3,1400,0,1
"79903",79903,840,2,5,2,4,2,1,4,1,1,4,1,2,9,1,34,7,1,1400,62,1
"79904",79904,840,2,4,1,5,2,1,6,0,1,2,1,1,10,2,68,5,4,1400,64,1
"79905",79905,840,2,1,5,1,2,1,2,2,1,1,1,1,10,1,56,6,1,200,62,6
"79906",79906,840,3,1,1,1,2,1,7,1,1,2,2,1,9,1,64,5,4,1400,62,1
"79907",79907,840,2,4,4,1,2,1,3,1,1,2,1,1,10,2,18,4,5,1400,62,1
"79908",79908,840,4,5,1,5,1,5,3,1,2,1,3,3,1,2,82,6,4,1400,42,3
"79909",79909,840,1,2,5,1,2,1,1,1,1,2,1,1,10,1,27,7,1,1400,53,1
"79910",79910,840,1,1,5,1,2,1,1,2,1,1,1,1,10,1,69,5,4,1400,62,1
"79911",79911,840,2,5,4,2,2,1,2,2,1,3,1,1,9,2,30,7,5,1400,62,1
"79912",79912,840,3,4,1,5,1,1,7,0,2,2,2,3,5,1,46,5,3,1400,0,6
"79913",79913,840,3,4,4,4,2,1,3,1,2,1,1,2,9,2,37,5,3,1400,0,1
"79914",79914,840,2,1,1,1,2,1,7,0,1,3,1,1,10,1,50,6,3,1400,62,1
"79915",79915,840,3,2,2,2,2,1,7,1,1,1,1,1,10,2,55,6,1,1400,64,3
"79916",79916,840,3,4,4,4,2,5,5,1,1,1,2,3,10,1,30,5,1,200,0,1
"79917",79917,840,2,4,2,5,1,1,6,1,1,1,1,2,8,1,43,7,1,1400,64,1
"79918",79918,840,4,5,1,5,1,1,7,0,1,2,2,3,2,1,33,9,1,1400,0,6
"79919",79919,840,2,4,4,1,2,1,2,2,1,1,1,1,10,1,41,7,1,1400,64,1
"79920",79920,840,2,5,4,4,2,1,2,2,1,1,1,1,10,2,21,6,3,1400,53,6
"79921",79921,840,3,1,2,1,2,1,3,1,1,1,1,1,10,1,42,5,8,1400,53,6
"79922",79922,840,2,1,5,2,1,1,2,2,1,1,1,1,10,2,29,6,1,1400,53,6
"79923",79923,840,2,1,2,1,2,1,4,1,1,1,1,1,10,1,51,5,8,1400,0,1
"79924",79924,840,2,2,2,4,2,1,2,2,1,1,1,1,10,1,75,4,4,8001,62,1
"79925",79925,840,2,2,2,2,2,1,2,2,1,1,1,1,10,1,35,4,1,200,0,1
"79926",79926,840,1,1,1,1,1,1,4,1,1,2,2,1,7,2,26,5,5,1250,64,1
"79927",79927,840,2,2,1,5,2,1,6,1,1,2,1,1,10,1,40,7,1,1250,64,1
"79928",79928,840,2,4,4,2,2,1,3,1,1,1,1,1,10,1,47,5,1,1250,53,3
"79929",79929,840,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,1,50,7,3,1400,-5,1
"79930",79930,840,2,4,2,4,2,1,5,1,1,1,1,2,10,2,23,6,1,1250,64,6
"79931",79931,840,2,4,1,5,2,1,5,1,1,3,1,1,10,1,82,5,4,1400,62,1
"79932",79932,840,3,5,4,4,2,1,2,2,1,2,1,1,9,2,72,6,4,1400,62,5
"79933",79933,840,4,5,1,5,2,2,7,0,2,4,3,4,1,2,22,5,1,1400,0,1
"79934",79934,840,3,4,2,4,2,4,4,1,1,2,1,2,7,2,41,6,5,1400,64,1
"79935",79935,840,2,4,1,4,2,1,2,2,1,2,1,1,10,2,59,9,1,1400,62,3
"79936",79936,840,2,5,5,5,2,1,2,0,1,1,1,1,10,2,59,5,5,1250,64,1
"79937",79937,840,2,5,1,1,2,10,1,2,1,1,1,1,10,2,55,4,8,200,0,3
"79938",79938,840,4,5,1,5,2,2,7,0,1,1,2,3,2,1,28,8,1,1250,0,6
"79939",79939,840,4,5,5,5,2,1,7,0,2,2,2,4,1,1,34,6,1,1400,0,1
"79940",79940,840,3,1,4,4,2,4,3,0,1,1,2,2,8,2,22,4,7,200,53,6
"79941",79941,840,1,4,2,4,2,1,7,0,1,1,1,1,10,2,71,5,4,1400,62,6
"79942",79942,840,2,4,4,2,2,1,3,1,1,3,1,2,8,1,33,8,1,1400,64,1
"79943",79943,840,3,5,1,5,2,1,6,0,2,3,2,3,4,1,21,6,1,1400,62,6
"79944",79944,840,1,4,5,2,2,3,1,2,1,1,1,1,10,1,55,8,1,1400,62,1
"79945",79945,840,2,4,2,5,2,1,2,2,1,1,1,1,9,1,53,7,3,1400,42,1
"79946",79946,840,1,1,5,1,2,1,2,2,1,1,1,1,10,1,54,4,1,1250,0,1
"79947",79947,840,4,4,1,5,2,1,2,2,1,1,1,1,10,2,44,5,5,1400,53,6
"79948",79948,840,1,1,2,2,2,1,1,2,1,1,1,1,10,2,56,3,8,200,-2,4
"79949",79949,840,-2,4,1,4,1,6,2,1,-2,-2,2,1,-2,1,35,8,1,1400,62,1
"79950",79950,840,2,1,5,1,2,1,2,2,1,2,1,1,10,2,27,6,5,1400,53,1
"79951",79951,840,3,2,5,2,2,1,2,2,1,1,1,1,10,1,34,8,1,1400,62,1
"79952",79952,840,1,1,2,1,2,1,2,2,1,1,1,1,10,1,53,6,1,1400,64,1
"79953",79953,840,1,4,1,4,1,1,2,2,1,3,1,1,10,2,48,3,8,1250,64,1
"79954",79954,840,1,2,2,2,1,5,4,1,1,1,1,2,5,2,27,5,1,1250,0,1
"79955",79955,840,2,4,2,2,2,1,6,0,1,2,1,1,10,2,49,6,8,200,53,6
"79956",79956,840,4,5,5,5,1,10,1,0,1,1,1,1,10,2,22,6,8,200,0,6
"79957",79957,840,1,4,4,4,2,1,2,2,1,1,1,1,10,2,24,7,1,8000,53,1
"79958",79958,840,1,4,2,2,2,7,7,1,1,2,2,3,8,1,26,6,1,200,0,1
"79959",79959,840,3,4,1,5,2,1,2,2,1,1,1,2,10,2,34,7,5,1400,53,1
"79960",79960,840,2,2,2,2,2,1,6,2,1,2,1,1,9,1,41,4,3,1250,62,6
"79961",79961,840,1,-5,-5,-5,2,-5,-5,2,-5,-5,-5,1,-5,2,27,5,7,8001,-5,6
"79962",79962,840,-2,-2,-2,-2,2,-2,7,0,-2,4,-2,4,-2,1,25,7,1,1400,0,1
"79963",79963,840,3,4,4,4,1,1,1,2,1,1,1,1,10,2,18,5,1,1400,0,6
"79964",79964,840,1,4,5,1,2,1,1,2,1,1,1,1,10,1,30,5,1,200,53,1
"79965",79965,840,3,2,2,2,2,1,6,0,1,2,1,2,9,2,68,4,1,1400,0,3
"79966",79966,840,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-5,2,26,6,1,200,-5,1
"79967",79967,840,2,1,2,2,2,1,1,2,1,2,1,1,10,1,62,6,8,8001,62,1
"79968",79968,840,2,4,4,-2,2,1,2,2,1,1,1,2,9,1,53,7,1,1400,64,3
"79969",79969,840,2,1,5,1,2,1,3,2,1,1,1,1,10,2,37,7,1,1400,62,1
"79970",79970,840,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-5,2,83,5,4,200,-5,5
"79971",79971,840,1,1,5,1,2,1,6,1,1,1,1,1,10,2,39,6,5,1400,62,1
"79972",79972,840,2,4,4,4,2,6,2,2,1,1,1,2,10,2,31,4,5,200,53,1
"79973",79973,840,2,2,4,4,2,2,6,1,1,2,1,2,9,1,41,5,1,1400,53,1
"79974",79974,840,1,4,4,4,2,3,3,2,1,2,1,1,10,1,26,6,1,1400,64,6
"79975",79975,840,2,1,5,1,2,1,1,2,1,2,1,1,10,1,31,6,1,1400,62,1
"79976",79976,840,3,5,1,5,2,1,2,2,2,1,2,3,3,1,76,9,4,1400,64,1
"79977",79977,840,1,2,5,2,2,1,2,1,1,1,1,1,10,1,40,8,1,1400,62,1
"79978",79978,840,3,2,4,4,1,1,7,0,1,3,2,4,6,2,76,3,5,1400,62,5
"79979",79979,840,3,2,1,5,2,1,7,0,1,2,1,3,7,2,51,7,4,1400,64,1
"79980",79980,840,4,-5,-5,-5,2,-5,-5,0,-5,-5,-5,4,-5,1,46,5,3,1400,-5,6
